player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Ruke Orhorhoro,99768,DI,ATL,8,1,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,18,0,0,0,0,0,0,,,0,0,,,1.8,,,0,0,,60.0,0,,0.0,0,0,0.0,0,1,100.0,56,0,1,0,0,0,0,0.0,
Renardo Green,99773,CB,SF,15,389,0,28,0,14.3,50.0,100.0,11.6,5.8,0,2,14.3,63.8,0,20,0.0,0,1,89.0,7,87,22.4,87,2,5,14,1,72,30,0.9,10.3,0,3,10.8,66.0,100.0,7.6,5.0,0,8,16.0,74.1,1,29,9.1,3,8,81.8,33,257,66.1,257,7,27,50,0,396,135,1.6,12.0
Amare Barno,99780,ED,CAR,5,4,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,,,13.0,,,0,0,,65.1,0,,0.0,0,0,0.0,0,3,75.0,23,1,2,0,0,0,0,0.0,
Calijah Kancey,99822,DI,TB,12,7,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,75,0,0,0,0,0,0,,,0,0,4.0,0.0,2.5,,7.0,0,0,0.0,68.1,0,,25.0,2,0,39.6,0,7,100.0,282,10,6,1,0,0,0,0.0,
Kyu Blu Kelly,100375,CB,LV,1,8,0,23,0,,,75.0,,,0,0,,35.5,0,,,0,0,0.0,0,3,37.5,4,0,0,0,0,0,0,0.0,,0,1,0.5,50.0,100.0,5.0,2.5,0,0,0.0,66.0,0,7,0.0,0,0,58.3,1,5,62.5,5,0,0,2,0,7,9,1.4,7.0
Laiatu Latu,100551,ED,IND,17,8,0,14,0,,,1.6,,,0,0,,76.6,0,,0.0,0,0,0.0,0,1,12.5,64,2,1,0,0,0,0,0.0,,0,2,10.0,100.0,2.5,7.0,7.0,0,0,0.0,39.6,0,27,42.9,3,0,118.8,1,7,87.5,277,2,2,1,0,27,17,3.9,27.0
Sauce Gardner,100903,CB,NYJ,15,490,0,22,0,12.0,52.4,99.4,12.9,6.8,0,5,23.8,72.5,0,36,11.1,1,3,80.5,11,165,33.7,166,2,8,21,0,175,76,1.2,15.9,0,3,14.8,55.6,99.2,23.2,12.9,0,4,22.2,67.5,1,40,7.7,1,2,79.9,10,251,51.2,253,4,9,18,1,156,36,0.7,15.6
Ja'Quan McMillian,100931,CB,DEN,17,608,0,10,3,8.5,72.4,93.0,8.8,6.3,0,4,13.8,61.2,1,26,5.6,1,3,92.9,21,200,32.9,215,5,14,29,1,232,86,1.3,11.0,0,2,6.0,66.7,93.7,7.2,4.8,0,4,6.3,64.6,1,28,17.1,6,3,75.6,42,314,51.6,335,13,27,63,0,372,221,1.2,8.9
Jacoby Windmon,101226,LB,CAR,4,56,0,5,0,-2.0,100.0,58.3,6.0,6.0,0,0,0.0,52.7,0,10,0.0,0,0,108.3,1,7,12.5,12,0,2,1,0,10,12,1.7,10.0,0,0,8.3,63.6,87.8,4.7,3.0,0,3,27.3,47.9,0,36,0.0,0,2,88.4,7,36,64.3,41,2,4,11,0,88,61,2.7,12.6
Patrick McMorris,101309,S,MIA,1,7,0,17,0,,,66.7,,,0,0,,59.9,0,,,0,0,0.0,0,2,28.6,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,5,71.4,5,0,0,0,0,0,0,0.0,
JL Skinner,101311,S,DEN,5,4,0,10,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Jerrick Reed II,101322,S,SEA,1,4,0,29,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Joey Porter Jr.,101364,CB,PIT,16,619,0,25,0,10.4,62.2,100.0,7.7,4.8,1,4,10.8,40.9,0,28,4.5,1,2,84.6,23,200,32.3,200,0,21,37,0,273,57,1.6,11.9,0,2,11.9,66.7,100.0,16.9,11.3,2,3,10.0,63.6,1,54,12.0,3,2,95.1,20,353,57.0,353,6,20,30,1,290,111,0.9,14.5
DJ Turner II,101376,CB,CIN,11,329,0,7,0,12.0,57.1,100.0,10.1,5.8,0,4,28.6,67.3,0,26,0.0,0,4,73.2,8,90,27.4,90,1,8,14,0,79,25,1.0,9.9,0,2,15.0,50.0,100.0,16.7,8.4,0,4,18.2,63.8,0,22,12.5,2,4,72.2,11,195,59.3,195,1,12,22,0,150,40,0.8,13.6
Deonte Banks,101384,CB,NYG,14,444,0,21,0,12.0,62.5,100.0,6.6,4.1,0,4,12.5,33.4,0,55,7.7,1,3,136.7,20,143,32.2,143,0,12,32,4,330,113,2.5,16.5,0,1,11.5,71.4,99.6,9.6,6.9,0,5,14.3,62.0,0,49,4.2,1,5,108.3,25,247,55.6,248,4,22,35,1,312,52,1.3,12.5
Devon Witherspoon,101388,CB,SEA,17,641,0,29,2,12.7,50.0,92.9,13.2,6.6,0,4,15.4,65.2,0,22,15.4,2,3,92.0,13,184,28.7,198,3,9,26,2,141,37,0.8,10.8,0,4,3.2,81.3,92.5,8.4,6.8,0,3,6.3,67.0,0,40,16.7,7,3,99.2,39,345,53.8,373,18,31,48,0,375,287,1.1,9.6
Dane Belton,101398,S,NYG,14,258,0,21,1,8.9,71.4,94.9,17.6,12.6,0,1,14.3,42.0,0,32,16.7,1,1,147.6,5,94,36.4,99,0,4,7,1,78,23,0.9,15.6,0,5,5.9,85.7,93.2,10.9,9.4,0,2,14.3,57.5,0,23,11.8,2,2,129.8,12,136,52.7,146,4,10,14,1,132,72,1.0,11.0
Adisa Isaac,101406,ED,BLT,3,3,0,3,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,,,30.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,100.0,10,0,0,0,0,0,0,0.0,
David Ojabo,101420,ED,BLT,13,20,0,3,0,,,6.3,,,0,0,,64.1,0,,,0,0,0.0,0,3,15.0,48,0,0,0,0,0,0,0.0,,0,1,3.3,66.7,13.3,8.0,5.3,0,0,0.0,38.4,0,25,33.3,1,0,109.7,2,17,85.0,128,2,1,3,0,40,28,2.5,20.0
Sam Okuayinonu,101425,ED,SF,16,4,0,28,0,,,0.0,,,0,0,,71.6,0,,50.0,1,0,0.0,0,0,0.0,63,3,1,0,0,0,0,,,0,0,8.0,100.0,2.4,2.0,2.0,0,0,0.0,48.5,0,13,0.0,0,0,112.5,2,4,100.0,167,1,4,2,0,22,6,5.5,11.0
Leo Chenal,101463,LB,KC,17,139,0,16,0,9.0,100.0,34.4,19.0,19.0,0,0,0.0,58.7,0,6,0.0,0,0,131.3,1,21,15.1,61,1,1,1,1,6,0,0.3,6.0,0,2,3.4,78.6,63.0,8.0,6.3,0,1,7.1,73.6,0,20,9.1,1,1,89.9,11,92,66.2,146,3,8,14,0,78,81,0.9,7.1
Maema Njongmeta,101465,LB,CIN,6,17,0,7,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,11.8,2,0,0,0,0,0,0,0.0,,0,0,6.7,100.0,100.0,3.7,3.7,0,0,0.0,55.1,0,12,0.0,0,0,102.8,3,11,64.7,11,1,4,3,0,26,6,2.4,8.7
Tommy Eichenberg,101488,LB,LV,4,34,0,23,0,-5.0,50.0,70.0,7.0,3.5,0,0,0.0,34.0,0,20,100.0,1,0,85.4,1,7,20.6,10,0,0,2,0,20,25,2.9,20.0,0,1,1.3,100.0,96.2,7.3,7.3,0,0,0.0,28.6,0,19,0.0,0,0,106.9,3,25,73.5,26,0,1,3,0,29,25,1.3,9.7
Jack Campbell,101515,LB,DET,17,535,0,11,2,6.1,81.8,71.6,20.2,16.5,0,0,0.0,66.2,0,19,18.2,2,0,98.9,9,204,38.1,285,2,7,11,0,85,47,0.5,9.4,0,12,6.4,77.1,90.6,9.7,7.5,0,3,8.6,74.1,0,30,5.0,2,3,100.5,27,281,52.5,310,8,26,35,0,287,130,1.1,10.6
Jaquan Brisker,101665,S,CHI,5,168,0,6,1,5.0,100.0,91.4,30.0,30.0,0,0,0.0,55.5,0,6,25.0,1,0,91.7,1,32,19.0,35,1,2,1,0,6,1,0.2,6.0,0,3,10.7,88.9,100.0,15.1,13.4,0,0,0.0,65.8,1,29,17.6,3,0,69.2,8,126,75.0,126,3,11,9,0,91,16,0.8,11.4
Jared Verse,101912,ED,LA,17,29,0,26,0,7.0,100.0,0.8,1.0,1.0,0,0,0.0,36.9,0,4,60.0,3,0,122.9,1,1,3.4,119,2,2,1,1,4,0,4.0,4.0,0,0,0.8,100.0,7.5,5.8,5.8,0,0,0.0,56.6,0,9,71.4,5,0,85.4,4,23,79.3,305,3,2,4,0,18,15,0.8,4.5
Isaiah Land,102108,ED,IND,9,1,0,14,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,2.4,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,41,0,0,0,0,0,0,0.0,
Kyle Hamilton,102684,S,BLT,17,663,0,3,2,6.4,63.6,97.5,14.9,9.5,1,2,9.1,77.0,0,20,4.3,1,1,90.0,14,230,34.7,236,8,20,22,1,104,25,0.5,7.4,0,4,5.4,77.4,89.7,13.3,10.3,0,1,3.2,79.5,1,35,22.5,9,1,89.7,24,338,51.0,377,10,27,31,1,192,87,0.6,8.0
Andre Carter II,102780,ED,LV,2,1,0,23,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,1,0,0,0,0,0,0.0,
JD Bertrand,102787,LB,ATL,7,99,0,2,0,5.5,100.0,63.6,7.0,7.0,0,0,0.0,29.2,0,24,50.0,1,0,118.8,2,14,14.1,22,0,1,2,0,33,22,2.4,16.5,0,0,-0.2,100.0,84.7,5.3,5.3,0,0,0.0,59.9,0,13,8.3,1,0,89.4,11,61,61.6,72,1,11,11,0,60,62,1.0,5.5
Marist Liufau,102789,LB,DAL,17,196,0,9,3,5.7,66.7,44.0,15.5,10.3,0,0,0.0,35.9,0,6,20.0,1,0,72.9,2,33,16.8,75,1,1,3,0,11,14,0.4,5.5,0,3,4.4,89.5,83.5,7.6,6.8,0,2,10.5,52.8,0,17,20.0,3,2,98.5,17,137,69.9,164,2,9,19,0,145,83,1.1,8.5
Cam Hart,102955,CB,LAC,11,325,0,27,0,7.5,64.3,100.0,6.7,4.3,0,3,21.4,39.9,0,12,0.0,0,2,98.8,9,67,20.6,67,1,6,14,1,65,20,1.1,7.2,0,2,11.4,53.6,100.0,13.1,7.0,0,2,7.1,53.7,0,21,5.9,1,1,80.8,15,206,63.4,206,4,14,28,1,149,42,0.8,9.9
Jarius Monroe,103580,S,NYJ,2,11,0,22,1,,,100.0,,,0,0,,44.7,0,,0.0,0,0,0.0,0,4,36.4,4,0,0,0,0,0,0,0.0,,0,0,,,80.0,,,0,0,,61.5,0,,,0,0,0.0,0,4,36.4,5,0,0,0,0,0,0,0.0,
Omar Brown,103590,S,GB,1,7,0,12,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,7,100.0,7,0,0,0,0,0,0,0.0,
Kei'Trel Clark,104163,CB,ARZ,6,62,0,1,2,6.4,80.0,93.3,3.5,2.8,0,1,20.0,48.5,0,16,33.3,1,0,147.1,4,14,22.6,15,1,0,5,1,49,26,3.5,12.3,0,0,3.3,66.7,100.0,20.0,13.3,0,0,0.0,76.6,1,12,0.0,0,0,38.9,2,41,66.1,41,2,6,3,0,15,11,0.4,7.5
Jalyx Hunt,105989,ED,PHI,9,15,0,24,0,,,9.1,,,0,0,,55.7,0,,50.0,1,0,0.0,0,2,13.3,22,1,1,0,0,0,0,0.0,,0,0,-5.0,100.0,14.5,12.0,12.0,0,0,0.0,75.7,0,0,33.3,1,0,79.2,1,12,80.0,83,2,2,1,0,0,5,0.0,0.0
Brandon Codrington,106248,CB,BUF,4,48,0,4,0,13.3,66.7,100.0,4.0,2.7,0,0,0.0,33.0,0,10,0.0,0,0,123.6,2,11,22.9,11,0,1,3,1,19,1,2.4,9.5,0,0,8.3,71.4,100.0,4.0,2.9,0,0,0.0,68.1,0,10,0.0,0,0,123.8,5,21,43.8,21,2,4,7,1,38,6,1.9,7.6
Kenny Dyson Jr.,106277,ED,CAR,2,1,0,5,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,
DJ Coleman,106310,ED,JAX,1,1,0,15,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,-2.0,100.0,25.0,1.0,1.0,0,0,0.0,61.3,0,7,0.0,0,0,95.8,1,1,100.0,4,0,1,1,0,7,9,7.0,7.0
Joe Andreessen,108177,LB,BUF,5,65,0,4,0,-3.0,100.0,58.8,9.0,9.0,0,0,0.0,65.2,0,-1,,0,0,79.2,1,10,15.4,17,0,0,1,0,-1,2,-0.1,-1.0,0,3,6.6,80.0,97.3,8.5,6.8,0,0,0.0,68.0,0,14,0.0,0,0,100.0,4,36,55.4,37,3,5,5,0,40,10,1.2,10.0
Rodney Thomas II,108389,S,IND,15,45,0,14,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,6,13.3,6,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,55.7,0,,0.0,0,0,0.0,0,26,57.8,26,0,1,0,0,0,0,0.0,
Michael Hoecht,108840,ED,LA,17,146,0,26,1,-1.0,100.0,28.9,10.0,10.0,0,1,50.0,64.1,0,7,50.0,1,1,79.2,2,22,15.1,76,0,0,2,0,-2,0,-0.1,-1.0,0,6,3.7,85.7,43.9,8.3,7.1,0,0,0.0,43.4,0,33,12.5,2,0,108.9,12,104,71.2,237,6,8,14,0,142,110,1.4,11.8
Dee Alford,110542,CB,ATL,16,498,0,2,1,11.7,53.6,100.0,6.8,3.6,1,7,25.0,54.3,0,16,8.3,1,5,108.9,15,111,22.3,111,1,10,28,4,152,35,1.5,10.1,0,6,6.4,81.1,94.2,5.6,4.6,0,5,9.4,53.5,0,52,20.5,9,4,106.3,43,261,52.4,277,10,29,53,1,424,204,1.8,9.9
D'Anthony Bell,111578,S,CLV,3,32,0,8,0,,,93.8,,,0,0,,66.0,0,,,0,0,0.0,0,15,46.9,16,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,62.5,5.0,5.0,0,0,0.0,38.3,0,34,50.0,1,0,118.8,2,10,31.3,16,0,1,2,0,40,34,4.0,20.0
Natrone Brooks,121449,CB,ATL,5,27,0,2,0,,,75.0,,,0,0,,62.9,0,,,0,0,0.0,0,3,11.1,4,0,0,0,0,0,0,0.0,,0,1,1.3,75.0,90.0,5.7,4.3,0,1,25.0,68.3,0,11,50.0,1,1,88.5,3,18,66.7,20,0,0,4,0,23,14,1.4,7.7
Tyrice Knight,122025,LB,SEA,12,275,0,29,3,1.5,75.0,78.7,21.7,16.3,0,0,0.0,57.5,0,11,0.0,0,0,85.4,3,70,25.5,89,0,1,4,0,20,19,0.3,6.7,0,6,1.6,78.1,89.9,6.1,4.8,0,2,6.3,60.4,0,35,7.7,2,1,96.2,25,161,58.5,179,6,18,32,0,227,210,1.5,9.1
Bryan Bresee,122142,DI,NO,17,4,0,20,0,,,0.0,,,0,0,,61.7,0,,50.0,1,0,0.0,0,0,0.0,150,4,1,0,0,0,0,,,0,0,,,1.4,,,0,0,,60.0,0,,25.0,1,0,0.0,0,4,100.0,282,5,3,0,0,0,0,0.0,
Myles Murphy,122154,ED,CIN,13,22,0,7,0,,,4.6,,,0,0,,62.1,0,,,0,0,0.0,0,3,13.6,65,0,0,0,0,0,0,0.0,,0,1,-3.5,100.0,12.1,3.3,3.3,0,0,0.0,61.2,0,29,40.0,2,0,103.1,4,15,68.2,124,1,2,4,0,35,49,2.7,8.8
Trenton Simpson,122157,LB,BLT,16,354,0,3,1,1.7,100.0,80.5,26.3,26.3,0,0,0.0,60.8,0,34,0.0,0,0,158.3,3,91,25.7,113,2,0,3,1,52,47,0.7,17.3,0,4,3.2,90.0,88.8,10.4,9.4,0,2,10.0,61.4,0,26,15.8,3,2,100.8,18,198,55.9,223,3,12,20,0,164,111,0.9,9.1
T.J. Tampa,122537,CB,BLT,3,7,0,3,0,4.0,100.0,100.0,1.0,1.0,0,0,0.0,73.5,0,4,0.0,0,0,83.3,1,1,14.3,1,1,1,1,0,4,0,4.0,4.0,0,0,,,100.0,,,0,0,,38.4,0,,,0,0,0.0,0,5,71.4,5,0,0,0,0,0,0,0.0,
Felix Anudike-Uzomah,122582,ED,KC,17,11,0,16,0,,,1.7,,,0,0,,60.3,0,,0.0,0,0,0.0,0,1,9.1,60,0,1,0,0,0,0,0.0,,0,0,,,9.5,,,0,0,,53.5,0,,33.3,2,0,0.0,0,9,81.8,95,3,4,0,0,0,0,0.0,
Yaya Diaby,122705,ED,TB,17,91,0,30,0,1.0,100.0,7.5,7.0,7.0,0,0,0.0,67.2,0,14,0.0,0,0,118.8,1,7,7.7,93,0,1,1,0,14,13,2.0,14.0,0,1,6.6,100.0,19.2,10.7,10.7,0,0,0.0,52.3,0,18,40.0,4,0,107.7,7,78,85.7,406,7,5,7,0,69,23,0.9,9.9
Cedric Gray,122835,LB,TEN,3,9,0,31,0,0.0,100.0,100.0,4.0,4.0,0,0,0.0,32.6,0,31,,0,0,118.8,1,4,44.4,4,0,0,1,0,31,31,7.8,31.0,0,1,4.0,0.0,100.0,,4.0,0,0,0.0,65.0,0,,0.0,0,0,39.6,0,4,44.4,4,0,0,1,0,0,0,0.0,
Caelen Carson,123377,CB,DAL,5,137,0,9,0,10.2,66.7,100.0,4.1,2.8,0,2,16.7,40.2,0,27,0.0,0,2,120.5,8,35,25.5,35,1,4,12,1,101,29,3.1,12.6,0,1,10.5,87.5,100.0,5.6,4.9,0,1,6.3,37.0,0,56,25.0,4,1,118.8,14,86,62.8,86,3,11,16,0,232,107,2.9,16.6
Art Green,123666,CB,NYG,2,26,0,21,0,8.0,100.0,100.0,11.0,11.0,0,0,0.0,67.8,0,8,0.0,0,0,100.0,1,11,42.3,11,1,1,1,0,8,0,0.7,8.0,0,0,12.5,100.0,100.0,7.5,7.5,0,0,0.0,38.9,0,26,0.0,0,0,118.8,2,15,57.7,15,0,2,2,0,32,7,2.1,16.0
Will Anderson Jr.,123903,ED,HST,14,9,0,13,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,122,2,0,0,0,0,0,,,0,0,,,3.8,,,0,0,,78.1,0,,25.0,1,0,0.0,0,8,88.9,212,7,3,0,0,0,0,0.0,
Brian Branch,123907,S,DET,16,593,0,11,3,8.9,60.0,95.9,10.7,6.4,0,8,20.0,64.3,3,31,12.9,4,7,74.9,24,283,47.7,295,6,24,40,3,279,92,1.1,11.6,0,2,7.7,76.9,93.1,12.1,9.3,2,3,11.5,66.5,0,26,17.1,6,3,92.9,20,255,43.0,274,8,27,26,0,167,70,0.7,8.4
Chris Braswell,123908,ED,TB,17,33,0,30,0,,,3.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.0,32,1,0,0,0,0,0,,,0,0,3.2,100.0,18.1,5.8,5.8,0,0,0.0,48.9,0,19,20.0,1,0,100.8,5,30,90.9,166,2,4,5,0,41,25,1.4,8.2
Drew Sanders,123933,LB,DEN,3,11,0,10,0,,,75.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,27.3,4,0,0,0,0,0,0,0.0,,0,1,5.0,100.0,87.5,3.0,3.0,0,0,0.0,48.6,0,8,0.0,0,0,100.0,2,7,63.6,8,1,0,2,0,16,6,2.7,8.0
Jalen Carter,124019,DI,PHI,16,3,0,24,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,139,1,1,0,0,0,0,,,0,0,,,0.7,,,0,0,,54.9,0,,0.0,0,0,0.0,0,2,66.7,283,0,3,0,0,0,0,0.0,
Kelee Ringo,124035,CB,PHI,11,69,0,24,0,,,93.8,,,0,0,,64.0,0,,100.0,1,0,0.0,0,15,21.7,16,0,0,0,0,0,0,0.0,,0,0,18.7,66.7,100.0,13.5,9.0,0,0,0.0,58.1,0,29,0.0,0,0,109.7,2,27,39.1,27,0,2,3,0,45,20,1.7,22.5
Andru Phillips,124075,CB,NYG,14,335,0,21,0,8.3,66.7,98.4,9.6,6.4,0,0,0.0,54.8,0,43,23.1,3,0,120.4,12,126,37.6,128,3,10,18,1,191,108,1.7,15.9,0,4,-0.2,92.9,91.8,6.3,5.8,0,0,0.0,84.3,1,32,12.9,4,0,77.1,26,169,50.4,184,14,23,28,0,170,181,1.0,6.5
Ali Gaye,124095,ED,TEN,14,4,0,31,0,,,4.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,23,0,0,0,0,0,0,0.0,,0,0,,,7.3,,,0,0,,62.8,0,,0.0,0,0,0.0,0,3,75.0,41,1,1,0,0,0,0,0.0,
Dwight McGlothern,124103,CB,MIN,2,12,0,18,0,3.0,0.0,100.0,,3.0,0,0,0.0,76.3,0,,,0,0,39.6,0,3,25.0,3,0,0,1,0,0,0,0.0,,0,0,22.0,0.0,100.0,,8.0,0,0,0.0,75.6,0,,,0,0,39.6,0,8,66.7,8,0,0,1,0,0,0,0.0,
Eli Ricks,124109,CB,PHI,2,9,0,24,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,65.7,0,,0.0,0,0,0.0,0,5,55.6,5,0,1,0,0,0,0,0.0,
Cedric Johnson,124136,ED,CIN,7,2,0,7,0,,,5.3,,,0,0,,61.6,0,,0.0,0,0,0.0,0,1,50.0,19,0,1,0,0,0,0,0.0,,0,0,,,4.0,,,0,0,,60.9,0,,0.0,0,0,0.0,0,1,50.0,25,2,1,0,0,0,0,0.0,
Deane Leonard,124140,CB,LAC,6,52,0,27,0,13.5,0.0,100.0,,5.5,0,2,100.0,63.4,0,,,0,1,39.6,0,12,23.1,12,0,0,2,0,0,0,0.0,,0,1,9.3,66.7,100.0,8.0,5.3,0,1,16.7,65.5,0,11,20.0,1,1,80.6,4,33,63.5,33,1,3,6,0,33,22,1.0,8.3
Tavius Robinson,124147,ED,BLT,17,16,0,3,1,,,1.3,,,0,0,,67.6,0,,0.0,0,0,0.0,0,1,6.3,80,2,1,0,0,0,0,0.0,,0,0,1.0,50.0,8.9,14.0,7.0,0,1,50.0,90.1,0,0,0.0,0,1,56.3,1,14,87.5,158,2,3,2,0,0,2,0.0,0.0
Emmanuel Forbes,124166,CB,LA,7,83,0,26,0,17.5,50.0,100.0,6.0,3.0,0,0,0.0,35.6,0,14,0.0,0,0,69.8,2,14,16.9,14,0,1,4,0,25,6,2.1,12.5,0,2,11.3,85.7,100.0,9.3,8.0,0,0,0.0,44.7,0,29,25.0,2,0,113.7,6,57,68.7,57,0,4,7,0,79,29,1.4,13.2
Decamerion Richardson,124183,CB,LV,11,357,0,23,0,18.5,52.6,100.0,9.4,4.9,0,2,10.5,28.5,0,39,0.0,0,1,106.3,10,105,29.4,105,0,8,19,1,195,43,2.1,19.5,0,4,10.7,78.3,100.0,11.3,8.9,0,1,4.3,54.9,0,24,11.5,3,1,105.1,18,217,60.8,217,6,19,23,0,212,65,1.0,11.8
Tyrus Wheat,124191,ED,DAL,7,1,0,9,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,25,0,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,64.1,0,,0.0,0,0,0.0,0,1,100.0,46,1,2,0,0,0,0,0.0,
Kris Abrams-Draine,124194,CB,DEN,5,91,0,10,0,22.0,25.0,100.0,20.0,5.0,0,1,25.0,71.7,0,14,,0,1,41.7,1,20,22.0,20,0,0,4,0,14,0,0.7,14.0,0,1,11.7,36.4,100.0,12.8,4.6,0,1,9.1,77.2,1,24,0.0,0,1,17.2,4,53,58.2,53,1,6,11,0,60,20,1.2,15.0
Jaylon Carlies,124196,LB,IND,10,86,0,14,0,,,90.0,,,0,0,,76.5,0,,,0,0,0.0,0,9,10.5,10,1,0,0,0,0,0,0.0,,0,2,2.8,92.3,88.5,5.4,5.0,0,1,7.7,81.5,0,15,7.7,1,1,89.7,12,69,80.2,78,5,10,13,0,72,32,1.1,6.0
Ennis Rakestraw Jr.,124215,CB,DET,6,23,0,11,0,19.0,50.0,100.0,10.0,5.0,0,0,0.0,64.4,0,28,0.0,0,0,95.8,1,10,43.5,10,0,1,2,0,28,4,2.8,28.0,0,0,39.0,0.0,100.0,,7.0,0,0,0.0,29.1,0,,0.0,0,0,39.6,0,7,30.4,7,0,1,1,0,0,0,0.0,
Edgerrin Cooper,124311,LB,GB,14,253,0,12,0,3.5,50.0,52.2,32.0,16.0,0,0,0.0,65.8,0,12,100.0,2,0,68.8,1,36,14.2,69,1,0,2,0,12,17,0.4,12.0,0,6,4.0,73.5,92.2,6.8,5.0,1,2,5.9,84.0,1,28,13.3,4,2,77.5,25,177,70.0,192,11,20,34,0,215,156,1.3,8.6
Antonio Johnson,124326,S,JAX,17,444,0,15,0,7.1,73.3,93.6,13.5,9.9,0,1,6.7,44.9,0,28,17.6,3,0,97.9,11,161,36.3,172,1,14,15,0,125,67,0.8,11.4,0,4,10.8,70.0,99.6,15.1,10.6,0,1,5.0,32.2,0,63,7.1,2,1,105.6,14,229,51.6,230,6,22,20,0,217,90,1.0,15.5
Jaylon Jones,124328,CB,IND,17,641,0,14,0,8.0,30.0,100.0,28.3,8.5,0,2,20.0,72.7,0,8,0.0,0,2,39.6,3,90,14.0,90,1,5,10,0,17,2,0.2,5.7,0,8,11.6,71.2,100.0,9.3,6.7,2,8,12.1,63.0,1,39,12.9,8,7,98.2,47,461,71.9,461,11,46,66,1,602,172,1.4,12.8
Gervon Dexter Sr.,124374,DI,CHI,15,5,0,6,0,,,0.0,,,0,0,,61.4,0,,,0,0,0.0,0,0,0.0,65,1,0,0,0,0,0,,,0,0,,,1.1,,,0,0,,67.1,0,,33.3,2,0,0.0,0,3,60.0,262,6,4,0,0,0,0,0.0,
